,denominador,numerador,Frequência,P-value,Qtd_1_Denom,Qtd_0_Demon,D0N0,D0N1,D1N0,D1N1
4449,Licenca_Medica,D34,0.111111111,0.006780018,18,114,113,1,16,2
NA.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4468,D15,D34,0.142857143,0.025464867,7,129,127,2,6,1
4473,D2,D34,0.25,6.05E-06,8,128,127,1,6,2
4489,D34,D34,1,2.00E-31,3,133,133,0,0,3
4490,D35,D34,0.5,3.55E-06,2,134,132,2,1,1
4495,D4,D34,0.25,0.001629579,4,132,130,2,3,1
4499,D43,D34,0.333333333,0.000205681,3,133,131,2,2,1
4506,D5,D34,0.666666667,1.51E-14,3,133,132,1,1,2
4507,D50,D34,1,2.39E-21,2,134,133,1,0,2
4508,D51,D34,1,2.34E-11,1,135,133,2,0,1
4509,D52,D34,0.5,3.55E-06,2,134,132,2,1,1
4510,D53,D34,0.5,3.55E-06,2,134,132,2,1,1
4511,D9,D34,1,2.34E-11,1,135,133,2,0,1
4542,DN4 - Coceira,D34,0.166666667,0.023314143,6,113,111,2,5,1
4543,DH4 - Hipoestesia ao toque,D34,0.4,4.71E-08,5,114,113,1,3,2
4544,DN4 - Hipoestesia a picada de agulha,D34,0.4,4.71E-08,5,114,113,1,3,2
4545,DN4 - Escovação,D34,0.5,7.19E-10,4,115,114,1,2,2
4549,Desempregado,D35,0.08,0.003490999,25,105,105,0,23,2
NA.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4569,D15,D35,0.142857143,0.003826379,7,129,128,1,6,1
4574,D2,D35,0.125,0.007554332,8,128,127,1,7,1
4590,D34,D35,0.333333333,3.55E-06,3,133,132,1,2,1
4591,D35,D35,1,2.00E-31,2,134,134,0,0,2
4596,D4,D35,0.5,2.74E-16,4,132,132,0,2,2
4607,D5,D35,0.333333333,3.55E-06,3,133,132,1,2,1
4609,D51,D35,1,2.11E-16,1,135,134,1,0,1
4612,D9,D35,1,2.11E-16,1,135,134,1,0,1
4619,RMDQ7_v1,D35,0.05,0.026984377,20,97,97,0,19,1
4621,RMDQ9_v1,D35,0.055555556,0.018508014,18,99,99,0,17,1
4622,RMDQ10_v1,D35,0.045454545,0.036891632,22,95,95,0,21,1
4623,RMDQ11_v1,D35,0.043478261,0.042324283,23,94,94,0,22,1
4624,RMDQ12_v1,D35,0.045454545,0.036891632,22,95,95,0,21,1
4625,RMDQ13_v1,D35,0.045454545,0.036891632,22,95,95,0,21,1
4627,RMDQ15_v1,D35,0.066666667,0.008821462,15,102,102,0,14,1
4628,RMDQ16_v1,D35,0.052631579,0.022556252,19,98,98,0,18,1
4629,RMDQ17_v1,D35,0.045454545,0.036891632,22,95,95,0,21,1
4630,RMDQ18_v1,D35,0.05,0.026984377,20,97,97,0,19,1
4631,RMDQ19_v1,D35,0.0625,0.011626735,16,101,101,0,15,1
4632,RMDQ20_v1,D35,0.047619048,0.031770515,21,96,96,0,20,1
4633,RMDQ21_v1,D35,0.041666667,0.04804517,24,93,93,0,23,1
4634,RMDQ22_v1,D35,0.05,0.026984377,20,97,97,0,19,1
4635,RMDQ23_v1,D35,0.052631579,0.022556252,19,98,98,0,18,1
4636,RMDQ24_v1,D35,0.052631579,0.022556252,19,98,98,0,18,1
4643,DN4 - Coceira,D35,0.166666667,1.31E-05,6,113,113,0,5,1
4644,DH4 - Hipoestesia ao toque,D35,0.2,1.63E-06,5,114,114,0,4,1
4645,DN4 - Hipoestesia a picada de agulha,D35,0.2,1.63E-06,5,114,114,0,4,1
4646,DN4 - Escovação,D35,0.25,7.26E-08,4,115,115,0,3,1
4648,Cirurgia na coluna,D36,0.109090909,0.007126089,55,63,63,0,49,6
4651,Licenca_Medica,D36,0.166666667,0.020610881,18,114,110,4,15,3
4663,X4,D36,0.333333333,0.041013946,3,133,126,7,2,1
4666,Livrar_costas,D36,0.046511628,0.022510445,86,14,11,3,82,4
4667,Livrar_perna,D36,0.214285714,0.022510445,14,86,82,4,11,3
NA.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4670,D15,D36,0.714285714,3.80E-14,7,129,126,3,2,5
4672,D17,D36,0.4,0.000954536,5,131,125,6,3,2
4688,D31,D36,0.176470588,0.027531894,17,119,114,5,14,3
4693,D36,D36,1,2.00E-31,8,128,128,0,0,8
4694,D37,D36,0.227272727,0.000244803,22,114,111,3,17,5
4695,D38,D36,1,2.45E-12,3,133,128,5,0,3
4698,D40,D36,1,7.99E-20,5,131,128,3,0,5
4699,D41,D36,0.571428571,3.25E-09,7,129,125,4,3,4
4705,D47,D36,0.25,0.003202226,12,124,119,5,9,3
4742,DN4 - Alfinetada e agulhada,D36,0.166666667,0.004332247,36,83,81,2,30,6
4750,Aposentado,D37,0.290322581,0.034688805,31,101,88,13,22,9
4752,Licenca_Medica,D37,0.333333333,0.041184163,18,114,98,16,12,6
4757,Dor nas pernas,D37,0.345454545,7.38E-06,55,72,69,3,36,19
4758,Retornar_trabalho,D37,0.35,0.017051652,20,99,86,13,13,7
NA.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4771,D15,D37,0.571428571,0.002509261,7,129,111,18,3,4
4772,D16,D37,0.9,2.79E-22,20,116,112,4,2,18
4773,D17,D37,0.6,0.006699002,5,131,112,19,2,3
4786,D29,D37,0.404761905,2.69E-07,42,94,89,5,25,17
4788,Lombalgia,Aposentado,0.322580645,0.025232843,62,70,59,11,42,20
4790,D32,D37,0.432432432,1.60E-07,37,99,93,6,21,16
4794,D36,D37,0.625,0.000244803,8,128,111,17,3,5
4795,D37,D37,1,2.00E-31,22,114,114,0,0,22
4797,D39,D37,1,9.03E-21,15,121,114,7,0,15
4799,D40,D37,0.6,0.006699002,5,131,112,19,2,3
4800,D41,D37,1,6.25E-10,7,129,114,15,0,7
4803,D44,D37,0.421052632,3.16E-07,38,98,92,6,22,16
4805,D46,D37,0.447368421,1.78E-08,38,98,93,5,21,17
4807,D48,D37,0.576923077,1.64E-10,26,110,103,7,11,15
4811,D51,D37,1,0.022325957,1,135,114,21,0,1
4814,D9,D37,1,0.022325957,1,135,114,21,0,1
4817,RMDQ3_v1,D37,0.333333333,0.003459096,36,82,73,9,24,12
4819,RMDQ5_v1,D37,0.393939394,0.000132448,33,85,77,8,20,13
4820,RMDQ6_v1,D37,0.344827586,0.006827836,29,89,78,11,19,10
4833,RMDQ19_v1,D37,0.375,0.028282123,16,101,86,15,10,6
4844,DN4 - Adormecimento,D37,0.303030303,0.042743741,33,85,73,12,23,10
4849,Fuma,D38,0.065217391,0.019277409,46,82,82,0,43,3
4857,Dor nas costas,D38,0,0.005982854,91,37,34,3,91,0
4858,Dor nas pernas,D38,0.054545455,0.044902775,55,72,72,0,52,3
4865,X4,D38,0.333333333,0.000205681,3,133,131,2,2,1
4868,Livrar_costas,D38,0,1.31E-05,86,14,11,3,86,0
4869,Livrar_perna,D38,0.214285714,1.31E-05,14,86,86,0,11,3
NA.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4872,D15,D38,0.285714286,1.08E-06,7,129,128,1,5,2
4890,D31,D38,0.117647059,0.004122296,17,119,118,1,15,2
4892,D33,D38,0.166666667,0.000354465,12,124,123,1,10,2
4895,D36,D38,0.375,2.45E-12,8,128,128,0,5,3
4897,D38,D38,1,2.00E-31,3,133,133,0,0,3
4900,D40,D38,0.6,3.10E-19,5,131,131,0,2,3
4901,D41,D38,0.142857143,0.025464867,7,129,127,2,6,1
4905,D45,D38,0.166666667,0.000354465,12,124,123,1,10,2
4907,D47,D38,0.25,1.80E-08,12,124,124,0,9,3
4909,D49,D38,0.153846154,0.000669323,13,123,122,1,11,2
4944,DN4 - Alfinetada e agulhada,D38,0.083333333,0.007727575,36,83,83,0,33,3
4952,Aposentado,D39,0.225806452,0.024469658,31,101,93,8,24,7
4956,Analgésicos,D39,0.159090909,0.023959532,88,42,41,1,74,14
4959,Dor nas pernas,D39,0.236363636,0.000307451,55,72,70,2,42,13
4960,Retornar_trabalho,D39,0.25,0.043993319,20,99,90,9,15,5
4968,X6,D39,0.3,0.046635117,10,126,114,12,7,3
NA.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4974,D16,D39,0.65,7.25E-17,20,116,114,2,7,13
4988,D29,D39,0.285714286,1.27E-05,42,94,91,3,30,12
4990,Lombalgia,RMDQ6_v1,0.322580645,0.041414317,62,56,47,9,42,20
4992,D32,D39,0.351351351,4.11E-08,37,99,97,2,24,13
4997,D37,D39,0.681818182,9.03E-21,22,114,114,0,7,15
4999,D39,D39,1,2.00E-31,15,121,121,0,0,15
5002,D41,D39,0.571428571,6.36E-05,7,129,118,11,3,4
5005,D44,D39,0.342105263,7.71E-08,38,98,96,2,25,13
5007,D46,D39,0.394736842,4.28E-11,38,98,98,0,23,15
5009,D48,D39,0.461538462,2.05E-10,26,110,107,3,14,12
5019,RMDQ3_v1,D39,0.277777778,0.000397102,36,82,78,4,26,10
5020,RMDQ4_v1,D39,0.269230769,0.007162535,26,92,85,7,19,7
5021,RMDQ5_v1,D39,0.333333333,7.00E-06,33,85,82,3,22,11
5022,RMDQ6_v1,D39,0.275862069,0.002572071,29,89,83,6,21,8
5051,Fuma,D4,0.086956522,0.006667415,46,82,82,0,42,4
5054,Desempregado,D4,0.12,0.004044351,25,105,104,1,22,3
5067,X4,D4,0.333333333,0.001629579,3,133,130,3,2,1
NA.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5077,D18,D4,0.125,0.015989391,16,120,118,2,14,2
5078,D19,D4,0.285714286,3.77E-05,7,129,127,2,5,2
5079,D2,D4,0.375,2.47E-09,8,128,127,1,5,3
5090,D3,D4,1,2.74E-16,2,134,132,2,0,2
5095,D34,D4,0.333333333,0.001629579,3,133,130,3,2,1
5096,D35,D4,1,2.74E-16,2,134,132,2,0,2
5101,D4,D4,1,2.00E-31,4,132,132,0,0,4
5112,D5,D4,0.333333333,0.001629579,3,133,130,3,2,1
5114,D51,D4,1,8.13E-09,1,135,132,3,0,1
5117,D9,D4,1,8.13E-09,1,135,132,3,0,1
5124,RMDQ7_v1,D4,0.1,0.020853932,20,97,96,1,18,2
5126,RMDQ9_v1,D4,0.111111111,0.012630829,18,99,98,1,16,2
5127,RMDQ10_v1,D4,0.090909091,0.031603187,22,95,94,1,20,2
5128,RMDQ11_v1,D4,0.086956522,0.037934361,23,94,93,1,21,2
5129,RMDQ12_v1,D4,0.090909091,0.031603187,22,95,94,1,20,2
5130,RMDQ13_v1,D4,0.090909091,0.031603187,22,95,94,1,20,2
5132,RMDQ15_v1,D4,0.133333333,0.004711047,15,102,101,1,13,2
5133,RMDQ16_v1,D4,0.105263158,0.016431718,19,98,97,1,17,2
5134,RMDQ17_v1,D4,0.090909091,0.031603187,22,95,94,1,20,2
5135,RMDQ18_v1,D4,0.1,0.020853932,20,97,96,1,18,2
5136,RMDQ19_v1,D4,0.125,0.00680424,16,101,100,1,14,2
5137,RMDQ20_v1,D4,0.095238095,0.025909421,21,96,95,1,19,2
5138,RMDQ21_v1,D4,0.083333333,0.044897228,24,93,92,1,22,2
5139,RMDQ22_v1,D4,0.1,0.020853932,20,97,96,1,18,2
5140,RMDQ23_v1,D4,0.105263158,0.016431718,19,98,97,1,17,2
5141,RMDQ24_v1,D4,0.105263158,0.016431718,19,98,97,1,17,2
5144,DN4 - Choque elétrico,D4,0.083333333,0.007727575,36,83,83,0,33,3
5146,DN4 - Alfinetada e agulhada,D4,0.083333333,0.007727575,36,83,83,0,33,3
5148,DN4 - Coceira,D4,0.333333333,7.78E-07,6,113,112,1,4,2
5149,DH4 - Hipoestesia ao toque,D4,0.4,4.71E-08,5,114,113,1,3,2
5150,DN4 - Hipoestesia a picada de agulha,D4,0.4,4.71E-08,5,114,113,1,3,2
5151,DN4 - Escovação,D4,0.5,7.19E-10,4,115,114,1,2,2
5152,Fuma,D40,0.086956522,0.006667415,46,82,82,0,42,4
5153,Cirurgia na coluna,D40,0.072727273,0.029424848,55,63,63,0,51,4
5156,Licenca_Medica,D40,0.166666667,0.000281575,18,114,113,1,15,3
5168,X4,D40,0.333333333,0.005775792,3,133,129,4,2,1
5171,Livrar_costas,D40,0.011627907,0.000332607,86,14,11,3,85,1
5172,Livrar_perna,D40,0.214285714,0.000332607,14,86,85,1,11,3
NA.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5175,D15,D40,0.571428571,1.18E-14,7,129,128,1,3,4
5177,D17,D40,0.4,1.09E-05,5,131,128,3,3,2
5178,D18,D40,0.125,0.045864479,16,120,117,3,14,2
5193,D31,D40,0.176470588,0.001066755,17,119,117,2,14,3
5195,D33,D40,0.166666667,0.012270026,12,124,121,3,10,2
5198,D36,D40,0.625,7.99E-20,8,128,128,0,3,5
5199,D37,D40,0.136363636,0.006699002,22,114,112,2,19,3
5200,D38,D40,1,3.10E-19,3,133,131,2,0,3
5203,D40,D40,1,2.00E-31,5,131,131,0,0,5
5204,D41,D40,0.428571429,1.55E-08,7,129,127,2,4,3
5208,D45,D40,0.166666667,0.012270026,12,124,121,3,10,2
5210,D47,D40,0.25,3.94E-05,12,124,122,2,9,3
5212,D49,D40,0.153846154,0.018333115,13,123,120,3,11,2
5247,DN4 - Alfinetada e agulhada,D40,0.111111111,0.013352924,36,83,82,1,32,4
5257,Licenca_Medica,D41,0.166666667,0.020610881,18,114,110,4,15,3
5262,Dor nas pernas,D41,0.109090909,0.019834506,55,72,71,1,49,6
5264,Masc,D41,0.079545455,0.044820788,88,48,48,0,81,7
5265,Fem,D41,0,0.044820788,48,88,81,7,48,0
NA.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5276,D15,D41,0.428571429,3.55E-06,7,129,125,4,4,3
5277,D16,D41,0.2,0.001133566,20,116,113,3,16,4
5278,D17,D41,0.4,0.000325897,5,131,126,5,3,2
5291,D29,D41,0.142857143,0.001263725,42,94,93,1,36,6
5299,D36,D41,0.5,3.25E-09,8,128,125,3,4,4
5300,D37,D41,0.318181818,6.25E-10,22,114,114,0,15,7
5301,D38,D41,0.333333333,0.025464867,3,133,127,6,2,1
5302,D39,D41,0.266666667,6.36E-05,15,121,118,3,11,4
5304,D40,D41,0.6,1.55E-08,5,131,127,4,2,3
5305,D41,D41,1,2.00E-31,7,129,129,0,0,7
5310,D46,D41,0.131578947,0.008467934,38,98,96,2,33,5
5312,D48,D41,0.153846154,0.008615502,26,110,107,3,22,4
5348,DN4 - Alfinetada e agulhada,D41,0.138888889,0.014498693,36,83,81,2,31,5
NA.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5380,D18,D42,0.125,0.002839859,16,120,119,1,14,2
5381,D19,D42,0.285714286,1.08E-06,7,129,128,1,5,2
5383,D20,D42,0.25,6.05E-06,8,128,127,1,6,2
5384,D21,D42,0.142857143,0.025464867,7,129,127,2,6,1
5385,D22,D42,1,2.39E-21,2,134,133,1,0,2
5389,D26,D42,0.5,3.55E-06,2,134,132,2,1,1
5407,D42,D42,1,2.00E-31,3,133,133,0,0,3
5408,D43,D42,0.333333333,0.000205681,3,133,131,2,2,1
5418,D52,D42,0.5,3.55E-06,2,134,132,2,1,1
5432,RMDQ12_v1,D42,0.090909091,0.003034577,22,95,95,0,20,2
5434,RMDQ14_v1,D42,0.08,0.00621115,25,92,92,0,23,2
5468,Casado/Amasiaado,D43,0.054545455,0.033543153,55,81,81,0,52,3
NA.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5481,D18,D43,0.125,0.002839859,16,120,119,1,14,2
5482,D19,D43,0.142857143,0.025464867,7,129,127,2,6,1
5483,D2,D43,0.125,0.041013946,8,128,126,2,7,1
5484,D20,D43,0.25,6.05E-06,8,128,127,1,6,2
5485,D21,D43,0.285714286,1.08E-06,7,129,128,1,5,2
5486,D22,D43,0.5,3.55E-06,2,134,132,2,1,1
5490,D26,D43,0.5,3.55E-06,2,134,132,2,1,1
5492,D28,D43,0.166666667,0.013636157,6,130,128,2,5,1
5499,D34,D43,0.333333333,0.000205681,3,133,131,2,2,1
5508,D42,D43,0.333333333,0.000205681,3,133,131,2,2,1
5509,D43,D43,1,2.00E-31,3,133,133,0,0,3
5517,D50,D43,0.5,3.55E-06,2,134,132,2,1,1
5519,D52,D43,0.5,3.55E-06,2,134,132,2,1,1
5520,D53,D43,1,2.39E-21,2,134,133,1,0,2
5525,RMDQ4_v1,D43,0.076923077,0.00729467,26,92,92,0,24,2
5527,RMDQ6_v1,D43,0.068965517,0.012463179,29,89,89,0,27,2
5531,RMDQ10_v1,D43,0.090909091,0.003034577,22,95,95,0,20,2
5532,RMDQ11_v1,D43,0.086956522,0.003929589,23,94,94,0,21,2
5533,RMDQ12_v1,D43,0.090909091,0.003034577,22,95,95,0,20,2
5535,RMDQ14_v1,D43,0.08,0.00621115,25,92,92,0,23,2
5541,RMDQ20_v1,D43,0.095238095,0.002289209,21,96,96,0,19,2
5542,RMDQ21_v1,D43,0.083333333,0.004985247,24,93,93,0,22,2
5545,RMDQ24_v1,D43,0.105263158,0.001196854,19,98,98,0,17,2
5547,DN4 - Sensação de frio dolorosa,D43,0.041666667,0.0468674,24,94,94,0,23,1
5553,DH4 - Hipoestesia ao toque,D43,0.2,1.63E-06,5,114,114,0,4,1
5554,DN4 - Hipoestesia a picada de agulha,D43,0.2,1.63E-06,5,114,114,0,4,1
5555,DN4 - Escovação,D43,0.25,7.26E-08,4,115,115,0,3,1
5559,Desempregado,D44,0.12,0.03505672,25,105,70,35,22,3
5562,Analgésicos,D44,0.375,0.002694298,88,42,37,5,55,33
5564,Dor nas costas,D44,0.362637363,0.003980919,91,37,33,4,58,33
5565,Dor nas pernas,D44,0.563636364,3.58E-09,55,72,66,6,24,31
NA.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5580,D16,D44,0.8,1.93E-08,20,116,94,22,4,16
5582,D18,D44,0,0.008009752,16,120,82,38,16,0
5589,D24,D44,0.115384615,0.038212143,26,110,75,35,23,3
5594,D29,D44,0.738095238,1.61E-15,42,94,87,7,11,31
5596,Lombalgia,D48,0.370967742,1.06E-06,62,74,71,3,39,23
5598,D32,D44,0.864864865,1.38E-20,37,99,93,6,5,32
5603,D37,D44,0.727272727,3.16E-07,22,114,92,22,6,16
5605,D39,D44,0.866666667,7.71E-08,15,121,96,25,2,13
5611,D44,D44,1,2.00E-31,38,98,98,0,0,38
5612,D45,D44,0.583333333,0.014001518,12,124,93,31,5,7
5613,D46,D44,0.894736842,2.32E-23,38,98,94,4,4,34
5615,D48,D44,0.846153846,8.00E-13,26,110,94,16,4,22
5647,DN4 - Queimação,D44,0.41509434,0.031815051,53,65,50,15,31,22
5666,Dor nas pernas,D45,0.218181818,3.11E-05,55,72,72,0,43,12
5671,Solteiro,D45,0.152542373,0.020643483,59,77,74,3,50,9
5676,Livrar_costas,D45,0.093023256,0.039636817,86,14,10,4,78,8
5677,Livrar_perna,D45,0.285714286,0.039636817,14,86,78,8,10,4
NA.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5689,D23,D45,0.5,0.038609547,2,134,123,11,1,1
5697,Lombalgia,DN4 - Adormecimento,0.375,0.028312243,56,62,50,12,35,21
5698,D31,D45,0.411764706,4.96E-07,17,119,114,5,10,7
5700,D33,D45,0.666666667,1.38E-13,12,124,120,4,4,8
5705,D38,D45,0.666666667,0.000354465,3,133,123,10,1,2
5708,D40,D45,0.4,0.012270026,5,131,121,10,3,2
5712,D44,D45,0.184210526,0.014001518,38,98,93,5,31,7
5713,D45,D45,1,2.00E-31,12,124,124,0,0,12
5714,D46,D45,0.184210526,0.014001518,38,98,93,5,31,7
5715,D47,D45,0.833333333,1.57E-21,12,124,122,2,2,10
5717,D49,D45,0.615384615,1.84E-12,13,123,119,4,5,8
5748,DN4 - Queimação,D45,0.188679245,0.004758539,53,65,63,2,43,10
5750,DN4 - Choque elétrico,D45,0.194444444,0.025529852,36,83,78,5,29,7
5751,DN4 - Formigamento,D45,0.258064516,0.000723216,31,88,84,4,23,8
5752,DN4 - Alfinetada e agulhada,D45,0.222222222,0.003779086,36,83,79,4,28,8
5763,Aposentado_Invalidez,D46,0.625,0.031214413,8,123,90,33,3,5
5764,Analgésicos,D46,0.375,0.002694298,88,42,37,5,55,33
5766,Dor nas costas,D46,0.340659341,0.043438907,91,37,31,6,60,31
5767,Dor nas pernas,D46,0.581818182,3.04E-10,55,72,67,5,23,32
5772,Solteiro,D46,0.186440678,0.034420939,59,77,50,27,48,11
5776,X6,D46,0.6,0.018910781,10,126,94,32,4,6
5777,Livrar_costas,D46,0.313953488,0.017425222,86,14,5,9,59,27
5778,Livrar_perna,D46,0.642857143,0.017425222,14,86,59,27,5,9
NA.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5782,D16,D46,0.8,1.93E-08,20,116,94,22,4,16
5796,D29,D46,0.714285714,4.19E-14,42,94,86,8,12,30
5798,Lombalgia,RMDQ3_v1,0.387096774,0.041766153,62,56,44,12,38,24
5800,D32,D46,0.810810811,3.09E-17,37,99,91,8,7,30
5805,D37,D46,0.772727273,1.78E-08,22,114,93,21,5,17
5807,D39,D46,1,4.28E-11,15,121,98,23,0,15
5810,D41,D46,0.714285714,0.008467934,7,129,96,33,2,5
5813,D44,D46,0.894736842,2.32E-23,38,98,94,4,4,34
5814,D45,D46,0.583333333,0.014001518,12,124,93,31,5,7
5815,D46,D46,1,2.00E-31,38,98,98,0,0,38
5816,D47,D46,0.666666667,0.001742243,12,124,94,30,4,8
5817,D48,D46,0.923076923,4.19E-16,26,110,96,14,2,24
5818,D49,D46,0.538461538,0.028611459,13,123,92,31,6,7
5829,RMDQ5_v1,D46,0.484848485,0.012456296,33,85,64,21,17,16
5849,DN4 - Queimação,D46,0.433962264,0.010907577,53,65,51,14,30,23
5868,Dor nas pernas,D47,0.218181818,3.11E-05,55,72,72,0,43,12
5878,Livrar_costas,D47,0.081395349,0.003236093,86,14,9,5,79,7
5879,Livrar_perna,D47,0.357142857,0.003236093,14,86,79,7,9,5
NA.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5882,D15,D47,0.428571429,0.001115552,7,129,120,9,4,3
5891,D23,D47,0.5,0.038609547,2,134,123,11,1,1
5898,D3,D47,0.5,0.038609547,2,134,123,11,1,1
5899,Lombalgia,RMDQ5_v1,0.387096774,0.006220155,62,56,47,9,38,24
5900,D31,D47,0.470588235,2.82E-09,17,119,115,4,9,8
5902,D33,D47,0.583333333,2.41E-10,12,124,119,5,5,7
5905,D36,D47,0.375,0.003202226,8,128,119,9,5,3
5907,D38,D47,1,1.80E-08,3,133,124,9,0,3
5910,D40,D47,0.6,3.94E-05,5,131,122,9,2,3
5915,D45,D47,0.833333333,1.57E-21,12,124,122,2,2,10
5916,D46,D47,0.210526316,0.001742243,38,98,94,4,30,8
5917,D47,D47,1,2.00E-31,12,124,124,0,0,12
5919,D49,D47,0.692307692,6.78E-16,13,123,120,3,4,9
5950,DN4 - Queimação,D47,0.188679245,0.004758539,53,65,63,2,43,10
5952,DN4 - Choque elétrico,D47,0.25,0.000372577,36,83,80,3,27,9
5953,DN4 - Formigamento,D47,0.258064516,0.000723216,31,88,84,4,23,8
5954,DN4 - Alfinetada e agulhada,D47,0.25,0.000372577,36,83,80,3,27,9
5962,Aposentado,D48,0.322580645,0.044395495,31,101,85,16,21,10
5966,Analgésicos,D48,0.25,0.039113011,88,42,38,4,66,22
5969,Dor nas pernas,D48,0.418181818,4.19E-08,55,72,70,2,32,23
5970,Retornar_trabalho,D48,0.45,0.001433906,20,99,85,14,11,9
5978,X6,D48,0.5,0.009874806,10,126,105,21,5,5
NA.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5984,D16,D48,0.75,5.92E-12,20,116,105,11,5,15
5986,D18,D48,0,0.038426101,16,120,94,26,16,0
5998,D29,D48,0.476190476,1.60E-08,42,94,88,6,22,20
6000,Lombalgia,DN4 - Choque elétrico,0.403508772,0.02147444,57,62,49,13,34,23
6002,D32,D48,0.567567568,8.85E-12,37,99,94,5,16,21
6007,D37,D48,0.681818182,1.64E-10,22,114,103,11,7,15
6009,D39,D48,0.8,2.05E-10,15,121,107,14,3,12
6012,D41,D48,0.571428571,0.008615502,7,129,107,22,3,4
6015,D44,D48,0.578947368,8.00E-13,38,98,94,4,16,22
6017,D46,D48,0.631578947,4.19E-16,38,98,96,2,14,24
6019,D48,D48,1,2.00E-31,26,110,110,0,0,26
6031,RMDQ5_v1,D48,0.363636364,0.019280311,33,85,71,14,21,12
6054,DN4 - Formigamento,D48,0.387096774,0.004902155,31,88,75,13,19,12
6070,Dor nas pernas,D49,0.181818182,0.009828559,55,72,69,3,45,10
NA.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6101,Lombalgia,D44,0.532258065,1.80E-09,62,74,69,5,29,33
6102,D31,D49,0.411764706,2.14E-06,17,119,113,6,10,7
6104,D33,D49,0.75,6.78E-16,12,124,120,4,3,9
6109,D38,D49,0.666666667,0.000669323,3,133,122,11,1,2
6112,D40,D49,0.4,0.018333115,5,131,120,11,3,2
6117,D45,D49,0.666666667,1.84E-12,12,124,119,5,4,8
6118,D46,D49,0.184210526,0.028611459,38,98,92,6,31,7
6119,D47,D49,0.75,6.78E-16,12,124,120,4,3,9
6121,D49,D49,1,2.00E-31,13,123,123,0,0,13
6131,RMDQ4_v1,D49,0,0.042159773,26,92,79,13,26,0
6154,DN4 - Choque elétrico,D49,0.222222222,0.009268729,36,83,78,5,28,8
6155,DN4 - Formigamento,D49,0.322580645,9.51E-06,31,88,85,3,21,10
6156,DN4 - Alfinetada e agulhada,D49,0.222222222,0.009268729,36,83,78,5,28,8
6162,Fuma,D5,0.065217391,0.019277409,46,82,82,0,43,3
6165,Desempregado,D5,0.08,0.03492795,25,105,104,1,23,2
6166,Licenca_Medica,D5,0.111111111,0.006780018,18,114,113,1,16,2
NA.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6185,D15,D5,0.142857143,0.025464867,7,129,127,2,6,1
6190,D2,D5,0.375,2.45E-12,8,128,128,0,5,3
6195,D24,D5,0.076923077,0.034185079,26,110,109,1,24,2
6206,D34,D5,0.666666667,1.51E-14,3,133,132,1,1,2
6207,D35,D5,0.5,3.55E-06,2,134,132,2,1,1
6212,D4,D5,0.25,0.001629579,4,132,130,2,3,1
6223,D5,D5,1,2.00E-31,3,133,133,0,0,3
6224,D50,D5,0.5,3.55E-06,2,134,132,2,1,1
6225,D51,D5,1,2.34E-11,1,135,133,2,0,1
6228,D9,D5,1,2.34E-11,1,135,133,2,0,1
6235,RMDQ7_v1,D5,0.1,0.020853932,20,97,96,1,18,2
6236,RMDQ8_v1,D5,0.25,0.003868582,4,113,111,2,3,1
6259,DN4 - Coceira,D5,0.166666667,0.023314143,6,113,111,2,5,1
6260,DH4 - Hipoestesia ao toque,D5,0.2,0.010856066,5,114,112,2,4,1
6261,DN4 - Hipoestesia a picada de agulha,D5,0.2,0.010856066,5,114,112,2,4,1
6262,DN4 - Escovação,D5,0.25,0.00353018,4,115,113,2,3,1
NA.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6291,D2,D50,0.125,0.007554332,8,128,127,1,7,1
6307,D34,D50,0.666666667,2.39E-21,3,133,133,0,1,2
6317,D43,D50,0.333333333,3.55E-06,3,133,132,1,2,1
6324,D5,D50,0.333333333,3.55E-06,3,133,132,1,2,1
6325,D50,D50,1,2.00E-31,2,134,134,0,0,2
6327,D52,D50,0.5,9.25E-09,2,134,133,1,1,1
6328,D53,D50,0.5,9.25E-09,2,134,133,1,1,1
6361,DH4 - Hipoestesia ao toque,D50,0.2,0.001130826,5,114,113,1,4,1
6362,DN4 - Hipoestesia a picada de agulha,D50,0.2,0.001130826,5,114,113,1,4,1
